fertilizer_kg_acre,rainfall_mm,temperature,seed_variety,irrigation_type,disease_status,soil_quality,baseline_yield_kg_ha,yield_kg_acre
112.2,1923.0,32.0,BG 359,Rainfed,None,Poor,4153.7,1298.2
69.4,2082.0,25.9,BG 358,Rainfed,None,Good,4275.5,1311.6
66.8,1672.0,33.7,Traditional,Partial Irrigation,None,Poor,4275.5,956.5
116.2,1289.0,30.9,AT 362,Rainfed,None,Poor,4234.9,1307.0
65.1,1787.0,24.9,BG 359,Rainfed,None,Average,4194.3,1471.6
38.1,1862.0,30.9,BG 358,Partial Irrigation,Moderate,Good,4397.3,1187.8
41.7,1332.0,30.0,Traditional,Full Irrigation,Mild,Good,4275.5,1329.8
29.5,1975.0,27.4,BG 352,Full Irrigation,Mild,Good,4397.3,1612.1
20.1,996.0,26.6,BG 352,Partial Irrigation,Moderate,Poor,4437.9,819.6
63.2,914.0,31.2,BG 352,Rainfed,None,Average,4194.3,975.8
96.9,1060.0,31.4,AT 362,Rainfed,None,Good,4153.7,1191.4
93.3,1103.0,27.3,BG 352,Partial Irrigation,None,Good,4437.9,1865.9
23.2,2043.0,32.8,AT 362,Rainfed,None,Poor,4316.1,748.1
77.0,1452.0,26.7,BG 352,Partial Irrigation,Mild,Excellent,4194.3,2044.1
35.4,1257.0,24.7,AT 362,Full Irrigation,Mild,Poor,4316.1,1211.9
114.1,1458.0,30.0,AT 362,Full Irrigation,Mild,Excellent,4275.5,2913.1
36.7,1413.0,25.1,Traditional,Rainfed,Mild,Good,4437.9,952.8
82.7,1292.0,26.8,BG 358,Rainfed,None,Poor,4194.3,1388.2
52.6,1079.0,29.1,BG 352,Rainfed,Mild,Average,4437.9,1121.8
84.2,1753.0,26.9,AT 362,Partial Irrigation,None,Average,4437.9,1771.9
61.2,1078.0,26.1,BG 359,Rainfed,Moderate,Excellent,4153.7,1272.9
96.0,1908.0,31.0,Traditional,Full Irrigation,None,Good,4153.7,1494.6
43.1,1162.0,29.5,BG 352,Full Irrigation,None,Average,4275.5,1562.8
110.6,1851.0,32.4,BG 359,Rainfed,None,Excellent,4113.1,1649.6
70.0,1947.0,29.8,BG 352,Partial Irrigation,None,Poor,4194.3,1158.8
95.6,1063.0,28.8,BG 359,Partial Irrigation,None,Excellent,4234.9,1997.1
105.0,1013.0,26.6,BG 352,Rainfed,None,Excellent,4437.9,1932.7
119.9,2134.0,31.9,AT 362,Full Irrigation,Mild,Average,4437.9,1692.7
42.4,1502.0,26.0,AT 362,Full Irrigation,Moderate,Poor,4153.7,1032.9
48.7,1719.0,26.4,BG 352,Rainfed,None,Excellent,4437.9,1744.8
45.0,930.0,32.4,BG 359,Partial Irrigation,None,Excellent,4113.1,1458.2
46.3,1262.0,31.4,BG 359,Partial Irrigation,Moderate,Average,4356.7,1214.3
78.2,1557.0,30.1,AT 362,Rainfed,None,Poor,4397.3,1201.8
119.4,2052.0,24.4,BG 359,Rainfed,Moderate,Average,4437.9,1268.7
119.0,1253.0,25.3,BG 359,Rainfed,None,Poor,4194.3,1464.4
72.7,1908.0,29.0,Traditional,Full Irrigation,None,Good,4437.9,1755.6
83.9,1761.0,31.5,BG 359,Partial Irrigation,None,Good,4153.7,1921.4
106.0,1050.0,28.6,Traditional,Full Irrigation,None,Average,4275.5,1542.3
113.3,1281.0,24.2,Traditional,Rainfed,Mild,Good,4275.5,1265.0
40.4,1209.0,25.8,Traditional,Partial Irrigation,Moderate,Good,4194.3,915.5
72.9,1475.0,29.9,Traditional,Partial Irrigation,None,Poor,4113.1,1074.4
103.3,1726.0,30.9,AT 362,Partial Irrigation,Moderate,Average,4356.7,1292.2
50.3,1463.0,24.3,BG 359,Full Irrigation,None,Excellent,4234.9,2239.3
64.0,1218.0,24.4,BG 359,Partial Irrigation,None,Excellent,4316.1,2002.3
118.6,1805.0,26.6,BG 358,Rainfed,Moderate,Excellent,4234.9,1586.3
118.5,1660.0,24.8,Traditional,Rainfed,Moderate,Excellent,4234.9,1156.9
110.6,1575.0,29.4,AT 362,Partial Irrigation,None,Poor,4397.3,1667.2
99.8,1621.0,25.2,Traditional,Rainfed,None,Average,4113.1,1090.1
46.9,1188.0,30.5,AT 362,Rainfed,None,Average,4356.7,962.1
52.1,1785.0,31.8,BG 359,Rainfed,None,Good,4356.7,1503.0
74.7,1404.0,33.7,BG 358,Rainfed,Mild,Excellent,4234.9,1580.6
76.1,1373.0,33.5,Traditional,Rainfed,None,Good,4194.3,1126.4
70.6,1095.0,26.7,AT 362,Partial Irrigation,Mild,Good,4113.1,1321.9
83.7,1676.0,24.3,Traditional,Partial Irrigation,None,Poor,4437.9,1025.4
60.8,1683.0,27.3,BG 359,Rainfed,None,Good,4437.9,2027.5
94.9,1342.0,31.1,BG 359,Rainfed,None,Excellent,4194.3,1835.7
53.4,2018.0,24.6,BG 352,Partial Irrigation,None,Excellent,4113.1,1623.8
53.1,1999.0,27.6,BG 352,Rainfed,Mild,Good,4153.7,1274.9
32.7,1042.0,27.0,AT 362,Full Irrigation,Severe,Poor,4113.1,645.4
38.9,1804.0,26.2,BG 358,Partial Irrigation,Moderate,Poor,4397.3,1018.7
105.1,1412.0,31.1,BG 352,Partial Irrigation,Mild,Good,4437.9,1949.7
64.6,2200.0,30.6,AT 362,Rainfed,None,Excellent,4153.7,1390.8
42.8,1193.0,29.4,AT 362,Rainfed,Moderate,Excellent,4356.7,982.9
95.9,1265.0,33.1,BG 352,Rainfed,Moderate,Average,4153.7,1102.8
75.4,1475.0,25.0,BG 359,Partial Irrigation,Moderate,Good,4234.9,1465.4
22.1,1249.0,25.5,BG 359,Rainfed,None,Poor,4316.1,935.0
51.6,1800.0,27.8,BG 352,Full Irrigation,None,Good,4356.7,2225.2
37.7,1525.0,30.6,AT 362,Rainfed,Mild,Poor,4397.3,940.1
85.6,1187.0,29.8,BG 358,Partial Irrigation,None,Excellent,4113.1,1938.9
47.5,1558.0,24.7,Traditional,Partial Irrigation,None,Excellent,4153.7,1366.4
26.5,2055.0,33.6,BG 352,Partial Irrigation,None,Poor,4194.3,995.7
25.5,1930.0,27.1,Traditional,Full Irrigation,Mild,Excellent,4194.3,1444.0
78.2,1548.0,27.6,BG 352,Partial Irrigation,None,Excellent,4437.9,2520.7
22.2,1275.0,30.2,AT 362,Full Irrigation,Mild,Average,4356.7,1466.6
104.9,1134.0,33.5,AT 362,Rainfed,Mild,Average,4194.3,1063.0
35.5,2042.0,30.6,BG 359,Full Irrigation,None,Poor,4437.9,1363.9
80.7,1823.0,33.5,BG 358,Partial Irrigation,None,Excellent,4275.5,1906.0
64.5,1644.0,25.9,BG 352,Partial Irrigation,Severe,Poor,4275.5,696.2
64.3,2043.0,30.2,BG 358,Partial Irrigation,None,Excellent,4234.9,1759.1
27.2,1058.0,32.3,AT 362,Full Irrigation,None,Good,4153.7,1349.2
100.3,1787.0,29.1,AT 362,Rainfed,None,Excellent,4437.9,2046.2
109.3,1182.0,27.6,BG 352,Partial Irrigation,None,Average,4113.1,1498.0
21.1,1057.0,33.8,BG 352,Rainfed,Mild,Excellent,4153.7,973.1
37.9,1505.0,25.4,BG 359,Partial Irrigation,None,Average,4194.3,1405.4
110.4,1404.0,28.1,BG 359,Rainfed,Moderate,Average,4194.3,1449.6
74.9,2124.0,32.7,Traditional,Partial Irrigation,None,Average,4153.7,995.1
35.0,1321.0,33.0,AT 362,Rainfed,Severe,Excellent,4113.1,701.8
40.3,1959.0,33.8,BG 359,Rainfed,Mild,Average,4356.7,1103.2
86.0,1873.0,32.8,BG 359,Partial Irrigation,None,Average,4437.9,1625.3
92.5,1768.0,24.5,AT 362,Rainfed,Mild,Good,4153.7,1460.7
79.9,2097.0,33.3,BG 359,Partial Irrigation,None,Good,4194.3,1732.1
115.3,1430.0,28.3,AT 362,Rainfed,Severe,Good,4275.5,1061.7
69.4,1407.0,30.5,BG 352,Full Irrigation,Mild,Average,4437.9,1783.9
50.0,1109.0,27.9,Traditional,Full Irrigation,None,Poor,4356.7,968.1
67.7,1258.0,32.1,Traditional,Partial Irrigation,None,Excellent,4356.7,1465.4
56.0,2044.0,29.8,BG 359,Rainfed,Severe,Average,4316.1,793.0
42.4,1517.0,32.5,BG 359,Rainfed,Mild,Excellent,4234.9,1528.1
24.6,1344.0,25.9,BG 359,Full Irrigation,None,Average,4153.7,1539.4
55.2,1181.0,25.8,Traditional,Full Irrigation,None,Good,4397.3,1167.3
91.1,1530.0,28.4,BG 352,Full Irrigation,None,Good,4397.3,2642.5
21.8,1832.0,24.0,BG 358,Partial Irrigation,Mild,Excellent,4113.1,1362.5
63.9,1273.0,30.9,AT 362,Partial Irrigation,Mild,Poor,4356.7,1134.7
84.4,1885.0,27.0,AT 362,Rainfed,Moderate,Good,4113.1,1105.0
81.0,1719.0,29.6,BG 358,Rainfed,Mild,Poor,4356.7,1273.2
97.7,1924.0,24.7,BG 352,Full Irrigation,Mild,Excellent,4397.3,2070.0
101.1,1226.0,25.7,BG 359,Partial Irrigation,None,Good,4153.7,2036.3
91.2,1720.0,30.2,AT 362,Partial Irrigation,Mild,Excellent,4234.9,1859.9
30.3,1100.0,27.1,AT 362,Partial Irrigation,None,Average,4153.7,1150.3
67.5,1373.0,26.1,BG 352,Rainfed,Moderate,Poor,4316.1,954.9
80.3,1842.0,26.3,BG 352,Full Irrigation,None,Good,4437.9,2361.9
44.6,1721.0,26.1,BG 358,Full Irrigation,Mild,Poor,4113.1,1579.8
24.3,1144.0,30.2,BG 359,Full Irrigation,Moderate,Average,4234.9,996.6
42.4,2016.0,25.7,BG 352,Partial Irrigation,Mild,Average,4437.9,1140.1
65.5,969.0,27.6,BG 352,Full Irrigation,None,Poor,4194.3,1417.5
61.4,1674.0,30.9,BG 359,Partial Irrigation,Mild,Poor,4153.7,1236.9
37.7,2179.0,29.1,BG 358,Partial Irrigation,None,Good,4275.5,1535.0
102.4,1591.0,30.0,AT 362,Rainfed,None,Excellent,4275.5,2034.9
112.6,1941.0,26.5,BG 352,Full Irrigation,Mild,Average,4316.1,2079.6
40.1,1674.0,33.3,Traditional,Rainfed,Moderate,Average,4194.3,712.8
113.0,1918.0,28.1,BG 352,Full Irrigation,None,Poor,4437.9,1860.1
21.8,1752.0,26.9,BG 359,Partial Irrigation,Severe,Good,4275.5,955.3
112.5,1798.0,33.0,Traditional,Rainfed,None,Excellent,4194.3,1406.8
115.2,1196.0,30.6,AT 362,Partial Irrigation,Moderate,Good,4437.9,1299.7
21.2,1864.0,30.1,Traditional,Rainfed,Mild,Average,4437.9,672.7
96.3,1209.0,32.9,BG 352,Partial Irrigation,Moderate,Good,4275.5,1542.9
117.0,2175.0,24.6,AT 362,Rainfed,Moderate,Excellent,4113.1,1167.9
110.6,1196.0,32.4,BG 352,Full Irrigation,Severe,Excellent,4316.1,1226.7
117.1,1208.0,30.8,AT 362,Partial Irrigation,Mild,Poor,4275.5,1304.4
75.0,2016.0,27.6,BG 358,Partial Irrigation,None,Average,4153.7,1640.4
27.8,1216.0,26.6,AT 362,Full Irrigation,None,Excellent,4316.1,2252.7
105.0,1369.0,25.0,BG 352,Partial Irrigation,Mild,Good,4397.3,1779.4
81.4,1829.0,33.4,Traditional,Partial Irrigation,None,Excellent,4113.1,1247.9
81.5,1106.0,25.4,BG 359,Rainfed,Moderate,Excellent,4356.7,1157.7
61.7,1107.0,26.6,BG 359,Partial Irrigation,None,Poor,4153.7,1246.7
77.2,1532.0,30.9,BG 359,Full Irrigation,Moderate,Good,4356.7,1982.4
35.4,1217.0,31.1,BG 352,Full Irrigation,None,Good,4234.9,1817.2
94.0,1206.0,25.6,BG 358,Partial Irrigation,Moderate,Average,4113.1,1358.8
27.5,912.0,32.1,AT 362,Rainfed,Severe,Good,4437.9,578.9
93.0,1382.0,29.1,Traditional,Full Irrigation,None,Poor,4153.7,1445.6
104.9,1314.0,32.5,Traditional,Rainfed,Mild,Average,4316.1,1087.7
67.2,941.0,24.9,BG 359,Rainfed,None,Average,4153.7,1167.7
71.0,1708.0,24.4,BG 358,Full Irrigation,Moderate,Average,4437.9,1445.5
51.2,1715.0,30.4,BG 359,Full Irrigation,Moderate,Good,4356.7,1705.3
116.9,992.0,25.5,BG 359,Full Irrigation,None,Excellent,4397.3,2405.8
93.3,1312.0,29.2,BG 358,Partial Irrigation,None,Excellent,4234.9,2470.7
56.9,2035.0,24.1,BG 358,Full Irrigation,None,Good,4275.5,2008.7
37.5,1657.0,31.8,Traditional,Full Irrigation,None,Average,4316.1,1207.2
42.0,1436.0,33.0,BG 358,Rainfed,Moderate,Excellent,4397.3,1363.6
66.4,1505.0,32.4,BG 352,Full Irrigation,None,Excellent,4397.3,2210.9
114.3,1171.0,33.6,AT 362,Full Irrigation,Severe,Excellent,4113.1,1059.0
93.4,1955.0,33.0,AT 362,Rainfed,Severe,Excellent,4316.1,858.4
41.5,2088.0,28.4,BG 358,Full Irrigation,Moderate,Excellent,4113.1,1641.5
106.0,2084.0,28.0,AT 362,Partial Irrigation,Mild,Excellent,4194.3,1900.7
57.8,1191.0,33.0,Traditional,Full Irrigation,None,Good,4397.3,1250.9
105.2,1304.0,33.3,Traditional,Partial Irrigation,Moderate,Good,4194.3,1137.4
44.2,1109.0,33.7,AT 362,Rainfed,Mild,Good,4397.3,972.2
81.9,1299.0,31.7,BG 359,Rainfed,Severe,Average,4275.5,846.8
112.7,1333.0,26.0,BG 352,Partial Irrigation,None,Excellent,4194.3,2573.8
45.8,1723.0,33.4,BG 359,Full Irrigation,None,Good,4234.9,2216.0
89.3,1147.0,33.5,Traditional,Full Irrigation,Severe,Good,4275.5,754.7
118.7,2095.0,30.7,Traditional,Rainfed,Moderate,Good,4356.7,926.6
35.1,1034.0,32.6,AT 362,Full Irrigation,None,Poor,4316.1,1024.6
28.8,909.0,29.6,Traditional,Partial Irrigation,Mild,Excellent,4437.9,1120.5
87.4,2011.0,33.4,BG 359,Partial Irrigation,None,Good,4397.3,1904.1
54.0,1815.0,24.9,BG 352,Rainfed,Mild,Excellent,4356.7,1170.7
27.1,1362.0,32.6,BG 359,Partial Irrigation,None,Poor,4316.1,1098.3
67.5,1674.0,24.6,BG 358,Partial Irrigation,None,Poor,4194.3,1312.8
95.4,1191.0,27.4,Traditional,Full Irrigation,None,Excellent,4234.9,1768.3
48.5,1119.0,25.4,AT 362,Partial Irrigation,None,Good,4153.7,1191.8
53.5,1512.0,28.8,BG 359,Partial Irrigation,None,Good,4234.9,2077.1
104.6,1359.0,26.3,BG 358,Partial Irrigation,None,Average,4437.9,2229.0
72.0,1700.0,33.5,BG 352,Partial Irrigation,None,Good,4234.9,1842.3
104.3,1184.0,29.6,BG 352,Partial Irrigation,Mild,Good,4153.7,1696.2
64.6,1762.0,33.0,BG 358,Rainfed,Mild,Poor,4316.1,1100.1
115.3,1897.0,26.8,BG 358,Full Irrigation,Mild,Good,4437.9,2702.4
85.1,1117.0,24.3,BG 358,Rainfed,None,Good,4397.3,1343.3
31.6,957.0,31.8,Traditional,Full Irrigation,None,Average,4194.3,934.8
108.5,1471.0,31.0,AT 362,Full Irrigation,Moderate,Average,4275.5,1600.0
68.9,1906.0,29.5,BG 359,Full Irrigation,Moderate,Excellent,4275.5,2027.6
34.2,1746.0,32.2,BG 352,Rainfed,Severe,Good,4194.3,649.4
35.3,1812.0,32.4,Traditional,Rainfed,Severe,Average,4194.3,400.9
88.8,1424.0,29.9,AT 362,Rainfed,Mild,Good,4194.3,1616.6
24.7,1205.0,33.7,BG 359,Partial Irrigation,Moderate,Poor,4437.9,962.1
48.7,1591.0,31.2,BG 359,Full Irrigation,None,Average,4356.7,1998.2
34.0,1166.0,30.8,BG 359,Full Irrigation,Mild,Good,4397.3,1572.0
64.1,1844.0,27.6,Traditional,Full Irrigation,Severe,Average,4397.3,771.1
61.4,1156.0,24.0,AT 362,Full Irrigation,Mild,Poor,4437.9,1141.3
72.2,1279.0,26.4,BG 359,Rainfed,None,Good,4113.1,1827.9
48.0,1559.0,31.6,AT 362,Full Irrigation,None,Excellent,4397.3,2071.3
23.2,1533.0,31.1,Traditional,Rainfed,None,Average,4113.1,802.8
81.4,1681.0,27.3,BG 358,Full Irrigation,None,Excellent,4275.5,2982.0
57.4,1469.0,30.3,Traditional,Full Irrigation,Moderate,Excellent,4316.1,1314.7
85.1,2095.0,26.0,AT 362,Full Irrigation,Mild,Good,4234.9,1767.1
30.9,1992.0,26.6,BG 352,Partial Irrigation,None,Excellent,4153.7,1613.5
21.4,2043.0,33.5,Traditional,Partial Irrigation,Mild,Average,4153.7,763.1
44.8,1718.0,28.1,AT 362,Partial Irrigation,None,Excellent,4397.3,2098.8
65.7,1726.0,26.4,BG 358,Partial Irrigation,Mild,Poor,4194.3,1458.8
59.4,1692.0,28.9,BG 358,Partial Irrigation,None,Average,4194.3,1751.9
101.0,1465.0,27.9,Traditional,Partial Irrigation,None,Good,4437.9,1786.0
57.8,1319.0,31.3,Traditional,Rainfed,Mild,Poor,4153.7,725.7
73.0,1670.0,33.6,BG 352,Partial Irrigation,Mild,Excellent,4437.9,1890.8
79.4,933.0,29.9,AT 362,Full Irrigation,Mild,Excellent,4437.9,2135.7
22.2,910.0,29.9,BG 352,Full Irrigation,None,Poor,4316.1,1105.4
71.5,2007.0,27.6,BG 358,Rainfed,Mild,Excellent,4153.7,1702.0
54.5,960.0,29.6,BG 359,Rainfed,None,Poor,4153.7,1114.3
62.1,1582.0,27.2,BG 358,Partial Irrigation,None,Poor,4194.3,1554.7
30.0,1699.0,24.0,BG 359,Full Irrigation,Mild,Excellent,4316.1,2030.7
98.3,1158.0,32.7,BG 359,Rainfed,Mild,Good,4153.7,1323.4
114.2,2064.0,28.3,BG 359,Rainfed,Moderate,Excellent,4275.5,1669.2
22.2,1147.0,28.9,Traditional,Rainfed,None,Average,4153.7,744.7
80.1,2050.0,24.8,BG 352,Rainfed,Moderate,Good,4275.5,1099.8
96.4,1892.0,32.4,AT 362,Rainfed,None,Poor,4113.1,1017.6
48.5,1213.0,25.7,BG 358,Full Irrigation,Mild,Good,4356.7,2006.5
98.8,1096.0,28.1,BG 352,Full Irrigation,Moderate,Excellent,4113.1,1855.9
83.2,1311.0,32.4,BG 359,Partial Irrigation,Mild,Good,4153.7,1866.0
112.9,1417.0,28.6,BG 358,Rainfed,Moderate,Excellent,4153.7,1734.4
118.1,1220.0,33.3,BG 352,Full Irrigation,Moderate,Average,4397.3,1839.2
24.2,2199.0,26.1,BG 359,Rainfed,None,Excellent,4113.1,1534.8
64.5,1199.0,31.2,Traditional,Rainfed,Severe,Good,4234.9,487.4
74.7,1980.0,33.8,BG 359,Rainfed,Severe,Poor,4316.1,645.7
34.7,1107.0,29.5,AT 362,Partial Irrigation,None,Average,4275.5,1119.1
53.6,2174.0,30.9,BG 352,Full Irrigation,None,Average,4356.7,1550.7
118.8,1193.0,27.9,BG 352,Partial Irrigation,None,Poor,4397.3,1436.2
21.6,1448.0,31.5,BG 358,Partial Irrigation,Moderate,Excellent,4234.9,1355.7
65.3,1626.0,33.1,AT 362,Partial Irrigation,Severe,Poor,4397.3,727.2
104.3,1056.0,31.0,Traditional,Full Irrigation,Moderate,Good,4194.3,1113.0
52.4,1962.0,33.4,BG 352,Full Irrigation,None,Excellent,4437.9,2045.5
68.0,1257.0,29.9,BG 359,Partial Irrigation,None,Average,4275.5,2046.2
117.8,1614.0,29.8,BG 358,Partial Irrigation,None,Good,4356.7,2618.3
67.5,1615.0,27.0,AT 362,Partial Irrigation,None,Good,4397.3,1944.4
33.1,1683.0,31.1,BG 358,Full Irrigation,None,Excellent,4397.3,2252.5
25.2,972.0,32.8,BG 359,Partial Irrigation,None,Poor,4397.3,940.1
114.5,1119.0,30.5,Traditional,Full Irrigation,None,Average,4275.5,1336.9
46.6,1110.0,26.3,BG 359,Rainfed,None,Good,4113.1,1455.1
70.4,1293.0,29.4,AT 362,Full Irrigation,Mild,Poor,4275.5,1538.5
29.1,1088.0,31.6,AT 362,Full Irrigation,None,Excellent,4153.7,1493.4
62.4,2098.0,33.4,BG 359,Full Irrigation,None,Good,4437.9,2094.6
113.0,1567.0,25.6,BG 358,Full Irrigation,Mild,Poor,4194.3,1778.4
70.2,1711.0,25.3,Traditional,Partial Irrigation,Severe,Poor,4194.3,529.0
117.1,1365.0,28.1,BG 358,Rainfed,Mild,Poor,4194.3,1585.1
45.9,1259.0,25.3,Traditional,Partial Irrigation,Mild,Good,4316.1,1124.1
70.5,1554.0,33.8,Traditional,Partial Irrigation,Mild,Good,4316.1,1254.1
106.0,1283.0,28.2,BG 359,Rainfed,Mild,Average,4437.9,1941.2
64.8,1347.0,29.3,Traditional,Rainfed,Mild,Good,4234.9,1142.0
47.9,1489.0,26.3,AT 362,Rainfed,None,Average,4194.3,1236.3
105.5,1557.0,28.5,AT 362,Partial Irrigation,Mild,Average,4113.1,1808.9
59.0,2180.0,33.8,BG 352,Rainfed,None,Poor,4113.1,905.2
73.1,1190.0,28.9,BG 352,Full Irrigation,None,Poor,4234.9,1507.6
117.7,1534.0,24.1,BG 352,Rainfed,None,Good,4437.9,1807.2
38.6,1094.0,26.4,BG 352,Full Irrigation,None,Good,4275.5,1740.7
50.1,1355.0,33.8,Traditional,Full Irrigation,None,Poor,4437.9,1073.7
23.1,1833.0,33.9,BG 352,Partial Irrigation,Mild,Poor,4113.1,817.6
59.2,1127.0,26.1,BG 352,Partial Irrigation,None,Average,4113.1,1276.8
40.0,1656.0,30.2,Traditional,Full Irrigation,None,Good,4397.3,1385.6
88.0,1442.0,24.8,BG 358,Rainfed,None,Good,4113.1,1659.6
38.1,967.0,29.8,Traditional,Full Irrigation,None,Good,4113.1,1120.6
87.5,2113.0,25.3,Traditional,Partial Irrigation,Mild,Poor,4234.9,790.9
46.3,1438.0,32.2,BG 359,Rainfed,None,Average,4437.9,1414.5
55.5,1919.0,33.4,Traditional,Full Irrigation,None,Excellent,4356.7,1478.3
54.9,1441.0,25.7,Traditional,Partial Irrigation,None,Good,4113.1,1133.7
91.7,2119.0,28.6,BG 352,Rainfed,None,Excellent,4397.3,1887.5
66.7,1278.0,25.0,BG 352,Partial Irrigation,None,Good,4397.3,1710.9
56.1,1436.0,27.4,BG 358,Partial Irrigation,None,Excellent,4397.3,2358.7
105.3,1887.0,24.7,BG 359,Full Irrigation,Mild,Good,4437.9,2211.3
77.2,1347.0,26.6,AT 362,Partial Irrigation,Severe,Good,4194.3,1040.9
41.4,1374.0,33.9,BG 352,Full Irrigation,Mild,Good,4437.9,1782.3
110.0,2193.0,24.4,BG 352,Full Irrigation,None,Average,4194.3,2045.3
54.3,1622.0,32.6,BG 358,Rainfed,None,Average,4397.3,1339.1
23.9,1796.0,24.8,BG 358,Partial Irrigation,Mild,Poor,4316.1,1068.5
69.5,1737.0,29.3,Traditional,Rainfed,None,Average,4397.3,1205.3
32.4,1976.0,28.5,BG 358,Partial Irrigation,Moderate,Poor,4316.1,901.7
43.8,2020.0,33.3,Traditional,Rainfed,None,Average,4316.1,737.8
94.7,1632.0,26.0,BG 352,Partial Irrigation,None,Excellent,4316.1,2067.0
33.1,1283.0,25.8,BG 352,Rainfed,None,Average,4397.3,1198.4
100.7,930.0,31.5,Traditional,Partial Irrigation,Moderate,Good,4356.7,933.9
113.7,1699.0,31.3,BG 358,Partial Irrigation,Severe,Average,4153.7,1032.4
80.7,1973.0,31.0,BG 352,Full Irrigation,Moderate,Excellent,4397.3,1755.5
91.0,1486.0,24.3,BG 359,Full Irrigation,None,Poor,4275.5,1808.4
91.4,1114.0,26.6,BG 352,Partial Irrigation,Mild,Excellent,4194.3,1726.7
119.3,1275.0,32.4,BG 352,Partial Irrigation,None,Good,4275.5,1965.3
54.2,1563.0,30.0,BG 359,Full Irrigation,None,Excellent,4437.9,2503.4
36.3,1988.0,30.0,BG 359,Full Irrigation,Mild,Poor,4397.3,1247.6
71.9,1123.0,27.0,BG 359,Rainfed,Severe,Excellent,4397.3,987.8
73.3,1696.0,26.6,BG 359,Partial Irrigation,None,Excellent,4275.5,2324.0
37.8,1879.0,33.5,BG 352,Full Irrigation,None,Average,4397.3,1449.6
81.3,2117.0,31.3,BG 358,Rainfed,None,Good,4234.9,1402.2
21.4,1052.0,25.3,BG 358,Rainfed,None,Good,4356.7,1072.0
112.8,2104.0,33.4,BG 358,Full Irrigation,None,Poor,4316.1,1856.8
46.5,1682.0,29.8,BG 359,Full Irrigation,Moderate,Good,4194.3,1822.1
24.0,1897.0,27.3,BG 358,Partial Irrigation,None,Good,4194.3,1431.9
30.8,970.0,28.0,AT 362,Partial Irrigation,Mild,Poor,4113.1,827.2
44.0,1558.0,31.3,Traditional,Partial Irrigation,None,Average,4153.7,939.0
47.4,1709.0,27.8,AT 362,Partial Irrigation,None,Good,4234.9,1623.0
23.3,1299.0,29.8,BG 358,Full Irrigation,None,Excellent,4275.5,2385.2
47.9,1461.0,31.1,BG 359,Full Irrigation,None,Poor,4153.7,1438.4
39.3,1621.0,26.0,BG 359,Partial Irrigation,None,Excellent,4234.9,1847.6
57.9,1618.0,33.4,AT 362,Rainfed,Mild,Excellent,4316.1,1384.9
58.5,954.0,27.6,BG 358,Rainfed,Severe,Excellent,4194.3,830.8
53.9,1471.0,28.2,BG 352,Rainfed,None,Poor,4234.9,1195.8
52.8,1178.0,31.0,AT 362,Partial Irrigation,Mild,Good,4234.9,1097.6
29.0,2092.0,30.1,AT 362,Partial Irrigation,Moderate,Average,4275.5,862.3
22.5,2170.0,28.4,BG 352,Full Irrigation,None,Excellent,4234.9,1807.7
40.2,1290.0,30.5,AT 362,Full Irrigation,Moderate,Good,4356.7,1385.2
95.7,1128.0,33.0,BG 352,Partial Irrigation,Severe,Good,4194.3,824.6
119.1,1185.0,32.0,AT 362,Rainfed,Moderate,Poor,4234.9,816.1
112.9,1521.0,32.2,AT 362,Full Irrigation,Mild,Excellent,4234.9,2394.9
70.4,2037.0,26.6,BG 352,Full Irrigation,Mild,Average,4153.7,1495.3
73.2,1550.0,28.2,AT 362,Partial Irrigation,None,Poor,4356.7,1467.1
51.5,972.0,29.5,BG 352,Rainfed,Mild,Excellent,4194.3,1186.8
97.4,952.0,24.4,BG 358,Partial Irrigation,Severe,Excellent,4194.3,985.7
96.5,1196.0,31.7,AT 362,Partial Irrigation,None,Average,4397.3,1338.7
104.4,1996.0,27.2,BG 358,Full Irrigation,Mild,Good,4437.9,2453.9
109.6,1708.0,26.8,Traditional,Partial Irrigation,None,Good,4356.7,1805.7
63.4,1632.0,26.6,Traditional,Partial Irrigation,None,Average,4437.9,1371.9
96.7,1315.0,26.8,Traditional,Partial Irrigation,Mild,Good,4397.3,1522.1
100.6,2108.0,27.4,BG 352,Partial Irrigation,Mild,Excellent,4275.5,1913.2
50.8,1331.0,30.0,BG 352,Rainfed,Mild,Excellent,4356.7,1424.5
112.9,1985.0,29.8,BG 352,Rainfed,Moderate,Good,4194.3,1272.3
29.4,2065.0,26.6,BG 359,Full Irrigation,None,Average,4275.5,1686.6
119.4,1528.0,26.1,BG 359,Partial Irrigation,Moderate,Excellent,4275.5,2366.5
97.0,2063.0,32.3,AT 362,Full Irrigation,Mild,Excellent,4437.9,1913.0
29.3,1260.0,24.9,BG 358,Partial Irrigation,Moderate,Poor,4397.3,926.3
85.6,1756.0,29.1,BG 352,Full Irrigation,None,Average,4275.5,2209.0
23.4,1014.0,29.2,AT 362,Rainfed,None,Good,4316.1,1177.9
97.0,1516.0,29.7,AT 362,Rainfed,Moderate,Good,4153.7,1347.4
99.9,1183.0,32.9,AT 362,Partial Irrigation,None,Good,4397.3,1517.9
80.2,982.0,30.2,BG 358,Full Irrigation,None,Good,4275.5,1845.8
105.7,905.0,33.7,BG 359,Rainfed,Mild,Poor,4275.5,1046.4
