temperature,humidity,rainfall_7d_mm,growth_stage,likely_pest,risk_score,risk_level
20.5,88.0,50.5,Vegetative,Rice Blast Risk,0.913,High
28.1,46.5,95.8,Ripening,Rice Bug,0.821,High
32.9,50.7,112.5,Ripening,Rice Bug,0.77,High
30.6,51.1,20.7,Flowering,Rice Bug,0.733,High
35.0,32.9,91.7,Vegetative,Stem Borer,0.374,Low
21.1,52.0,36.9,Flowering,Rice Blast Risk,0.623,Medium
32.7,91.5,38.6,Vegetative,Brown Planthopper,0.73,High
21.9,93.8,49.5,Tillering,Rice Blast Risk,1.0,High
23.4,37.7,103.6,Seedling,Rice Blast Risk,0.521,Medium
32.2,62.1,2.6,Flowering,Rice Bug,0.753,High
37.6,56.7,52.1,Seedling,Rice Bug,0.27,Low
30.2,64.3,81.6,Flowering,Rice Bug,0.722,High
19.1,68.8,13.2,Flowering,Rice Bug,0.745,High
30.3,31.4,95.1,Seedling,Stem Borer,0.371,Low
18.8,89.0,113.0,Tillering,Stem Borer,0.72,High
35.7,98.2,10.9,Vegetative,Brown Planthopper,0.634,Medium
32.2,75.7,18.4,Tillering,Leaf Folder,0.729,High
21.5,76.2,116.9,Seedling,Rice Blast Risk,0.566,Medium
19.8,67.0,23.7,Flowering,Rice Bug,0.74,High
21.7,53.4,9.5,Tillering,Leaf Folder,0.372,Low
37.6,40.4,114.3,Vegetative,Stem Borer,0.382,Low
27.2,70.9,107.1,Ripening,Rice Bug,0.966,High
33.7,33.1,78.7,Flowering,Rice Bug,0.777,High
30.7,87.7,66.2,Flowering,Rice Bug,1.0,High
29.4,59.5,110.3,Seedling,Stem Borer,0.375,Low
20.9,59.0,78.7,Tillering,Rice Blast Risk,0.52,Medium
36.9,52.9,79.0,Flowering,Rice Bug,0.741,High
24.0,97.9,101.2,Ripening,Rice Blast Risk,0.972,High
29.6,42.2,78.4,Flowering,Rice Bug,0.826,High
32.0,40.6,60.4,Seedling,Stem Borer,0.416,Low
31.0,41.6,46.8,Flowering,Rice Bug,0.751,High
36.8,76.1,60.4,Seedling,Rice Bug,0.453,Medium
21.0,99.4,62.7,Vegetative,Rice Blast Risk,1.0,High
28.2,46.5,43.3,Ripening,Rice Bug,0.719,High
26.1,93.4,53.8,Ripening,Rice Blast Risk,0.967,High
27.5,49.5,96.2,Ripening,Rice Bug,0.789,High
20.4,75.4,50.0,Vegetative,Stem Borer,0.719,High
20.7,32.8,3.1,Flowering,Rice Bug,0.375,Low
23.6,64.7,34.0,Flowering,Rice Blast Risk,0.542,Medium
24.1,75.8,27.8,Vegetative,Leaf Folder,1.0,High
26.6,67.5,95.2,Ripening,Rice Bug,0.733,High
30.2,46.6,53.9,Ripening,Rice Bug,0.758,High
30.7,88.0,33.6,Seedling,Stem Borer,0.61,Medium
26.2,97.9,97.3,Flowering,Rice Blast Risk,0.858,High
26.2,62.1,2.3,Tillering,Leaf Folder,0.601,Medium
22.4,74.5,20.9,Flowering,Rice Bug,0.764,High
29.8,85.3,99.2,Tillering,Leaf Folder,0.839,High
24.3,46.9,66.1,Vegetative,Leaf Folder,0.608,Medium
18.7,90.5,92.8,Seedling,Rice Blast Risk,0.554,Medium
26.4,49.6,100.6,Tillering,Stem Borer,0.688,High
27.5,84.3,113.0,Ripening,Rice Bug,1.0,High
22.5,37.8,7.6,Ripening,Rice Bug,0.489,Medium
29.4,50.2,95.9,Vegetative,Stem Borer,0.695,High
29.3,67.4,85.1,Ripening,Rice Bug,1.0,High
32.0,66.7,24.8,Vegetative,Rice Bug,0.501,Medium
31.0,89.5,111.8,Tillering,Stem Borer,0.989,High
31.0,99.7,48.5,Vegetative,Stem Borer,1.0,High
24.3,37.5,106.5,Tillering,Leaf Folder,0.674,Medium
33.7,49.0,72.6,Tillering,Stem Borer,0.414,Low
29.0,55.0,63.2,Flowering,Rice Bug,0.743,High
26.6,63.5,19.1,Tillering,Leaf Folder,0.633,Medium
30.5,64.6,109.7,Tillering,Stem Borer,0.746,High
25.2,89.9,66.8,Flowering,Rice Blast Risk,0.983,High
28.3,83.9,0.7,Tillering,Leaf Folder,1.0,High
32.7,31.3,2.2,Tillering,Leaf Folder,0.298,Low
35.7,61.9,93.3,Seedling,Rice Bug,0.322,Low
36.4,73.3,19.4,Ripening,Rice Bug,1.0,High
28.1,62.2,71.8,Seedling,Stem Borer,0.352,Low
28.4,39.1,81.7,Ripening,Rice Bug,0.775,High
34.0,57.8,33.5,Flowering,Rice Bug,0.717,High
24.3,58.8,68.3,Ripening,Rice Blast Risk,0.552,Medium
34.7,43.1,28.8,Seedling,Rice Bug,0.226,Low
27.9,82.9,113.6,Vegetative,Leaf Folder,0.993,High
20.3,52.5,103.2,Seedling,Rice Blast Risk,0.597,Medium
19.4,71.2,34.6,Tillering,Stem Borer,0.726,High
34.8,66.1,63.5,Ripening,Rice Bug,0.944,High
19.1,91.4,60.1,Flowering,Rice Bug,0.697,High
23.6,38.5,115.2,Flowering,Rice Blast Risk,0.564,Medium
24.7,38.0,47.3,Ripening,Rice Blast Risk,0.567,Medium
21.5,51.0,67.5,Seedling,Rice Blast Risk,0.516,Medium
24.3,60.2,111.4,Flowering,Rice Blast Risk,0.63,Medium
32.9,50.9,19.5,Vegetative,Leaf Folder,0.391,Low
18.3,83.4,66.1,Flowering,Rice Bug,0.719,High
34.5,47.2,12.7,Flowering,Rice Bug,0.714,High
35.1,35.9,74.1,Flowering,Rice Bug,0.739,High
25.4,59.0,43.9,Tillering,Leaf Folder,0.633,Medium
21.1,84.1,116.1,Flowering,Rice Bug,0.813,High
30.0,89.5,49.8,Tillering,Stem Borer,1.0,High
20.4,81.3,16.3,Flowering,Rice Bug,0.752,High
25.3,69.1,100.1,Tillering,Leaf Folder,0.684,High
37.2,80.7,98.5,Vegetative,Stem Borer,0.741,High
37.9,77.7,83.4,Vegetative,Stem Borer,0.703,High
33.4,46.4,89.9,Vegetative,Stem Borer,0.42,Medium
24.2,68.6,31.8,Flowering,Rice Bug,0.78,High
31.8,83.9,77.0,Ripening,Rice Bug,1.0,High
32.1,52.2,4.6,Seedling,Rice Bug,0.211,Low
25.8,75.8,23.6,Seedling,Leaf Folder,0.616,Medium
30.8,63.7,111.9,Tillering,Stem Borer,0.686,High
18.2,65.2,88.7,Flowering,Rice Bug,0.715,High
22.2,36.3,27.7,Seedling,Rice Blast Risk,0.276,Low
28.5,76.6,13.4,Vegetative,Leaf Folder,1.0,High
21.3,90.6,113.9,Seedling,Rice Blast Risk,1.0,High
21.3,39.9,13.5,Seedling,Rice Blast Risk,0.283,Low
34.7,55.6,30.8,Seedling,Rice Bug,0.238,Low
37.8,33.4,21.9,Flowering,Rice Bug,0.741,High
29.1,32.1,0.9,Ripening,Rice Bug,0.759,High
34.8,99.3,37.7,Tillering,Brown Planthopper,0.646,Medium
37.8,64.5,116.9,Seedling,Rice Bug,0.182,Low
20.8,54.9,41.0,Ripening,Rice Blast Risk,0.576,Medium
27.0,49.2,60.5,Vegetative,Stem Borer,0.623,Medium
25.9,98.6,89.5,Seedling,Rice Blast Risk,0.988,High
19.6,47.7,66.1,Seedling,Rice Blast Risk,0.184,Low
33.1,80.8,89.2,Vegetative,Stem Borer,0.694,High
26.7,49.9,79.4,Flowering,Rice Blast Risk,0.563,Medium
27.4,34.9,73.0,Vegetative,Stem Borer,0.78,High
21.0,77.8,78.0,Tillering,Stem Borer,0.62,Medium
21.6,30.1,95.9,Vegetative,Rice Blast Risk,0.594,Medium
36.1,77.3,85.2,Ripening,Rice Bug,0.874,High
18.9,47.5,95.0,Flowering,Rice Bug,0.57,Medium
22.7,82.2,17.5,Flowering,Rice Bug,0.648,Medium
23.8,83.9,81.3,Tillering,Stem Borer,0.822,High
27.8,80.7,88.4,Tillering,Leaf Folder,0.981,High
29.7,31.7,36.0,Ripening,Rice Bug,0.815,High
27.9,79.3,104.9,Flowering,Rice Bug,1.0,High
19.7,99.3,36.6,Ripening,Rice Bug,0.728,High
22.9,47.0,29.3,Seedling,Rice Blast Risk,0.332,Low
34.9,49.2,104.1,Ripening,Rice Bug,0.708,High
30.8,86.9,29.6,Ripening,Rice Bug,1.0,High
31.0,41.2,49.9,Flowering,Rice Bug,0.729,High
31.4,76.2,44.2,Ripening,Rice Bug,0.959,High
33.3,82.9,107.8,Tillering,Stem Borer,0.727,High
19.2,32.6,54.6,Vegetative,Stem Borer,0.355,Low
25.3,68.8,83.3,Flowering,Rice Bug,0.734,High
28.8,70.3,95.3,Flowering,Rice Bug,1.0,High
24.8,51.2,75.3,Seedling,Rice Blast Risk,0.518,Medium
34.9,91.3,113.2,Vegetative,Stem Borer,0.675,Medium
27.7,41.4,96.3,Vegetative,Stem Borer,0.777,High
33.4,55.5,48.0,Tillering,Stem Borer,0.39,Low
35.0,89.4,114.1,Seedling,Rice Blast Risk,0.632,Medium
28.1,43.3,62.9,Flowering,Rice Bug,0.741,High
36.2,87.5,2.7,Seedling,Brown Planthopper,0.523,Medium
29.7,35.5,31.2,Ripening,Rice Bug,0.698,High
35.0,64.2,74.6,Flowering,Rice Bug,0.771,High
24.8,35.3,18.8,Vegetative,Leaf Folder,0.663,Medium
28.0,77.5,70.1,Vegetative,Leaf Folder,0.911,High
28.6,85.3,43.4,Flowering,Rice Bug,1.0,High
20.1,89.5,64.1,Seedling,Rice Blast Risk,1.0,High
26.0,98.7,0.2,Flowering,Brown Planthopper,0.96,High
36.3,77.0,101.8,Tillering,Stem Borer,0.644,Medium
30.6,83.8,43.4,Vegetative,Stem Borer,1.0,High
21.6,65.4,16.8,Ripening,Rice Bug,0.679,Medium
24.8,93.9,52.5,Flowering,Rice Blast Risk,1.0,High
21.8,75.1,58.3,Seedling,Rice Blast Risk,0.527,Medium
18.5,91.8,76.5,Flowering,Rice Bug,0.831,High
36.5,46.5,62.9,Tillering,Stem Borer,0.359,Low
27.0,64.8,5.2,Flowering,Brown Planthopper,0.594,Medium
24.2,81.1,104.6,Tillering,Leaf Folder,1.0,High
30.0,44.2,54.8,Ripening,Rice Bug,0.734,High
18.1,44.8,9.2,Ripening,Rice Bug,0.514,Medium
23.6,98.5,92.7,Seedling,Rice Blast Risk,1.0,High
32.1,60.4,79.2,Tillering,Stem Borer,0.372,Low
30.7,42.7,77.9,Vegetative,Stem Borer,0.637,Medium
37.6,53.2,51.2,Tillering,Stem Borer,0.327,Low
30.4,57.8,49.3,Seedling,Stem Borer,0.429,Medium
27.6,73.6,64.4,Tillering,Stem Borer,1.0,High
33.2,94.6,6.1,Seedling,Brown Planthopper,0.553,Medium
36.1,99.1,35.9,Flowering,Rice Bug,0.986,High
32.4,75.6,118.5,Tillering,Stem Borer,0.628,Medium
37.3,79.0,79.5,Ripening,Rice Bug,0.882,High
33.6,52.5,50.3,Ripening,Rice Bug,0.893,High
35.3,90.0,26.7,Flowering,Rice Bug,1.0,High
20.3,45.2,89.4,Tillering,Rice Blast Risk,0.557,Medium
32.6,37.4,31.2,Flowering,Rice Bug,0.764,High
26.8,98.1,19.5,Flowering,Brown Planthopper,0.928,High
29.1,90.5,18.5,Seedling,Brown Planthopper,0.76,High
31.1,51.3,87.5,Vegetative,Stem Borer,0.787,High
37.4,77.3,77.1,Ripening,Rice Bug,1.0,High
37.7,62.7,8.4,Vegetative,Leaf Folder,0.312,Low
23.8,52.6,13.8,Seedling,Rice Blast Risk,0.289,Low
32.7,50.1,76.1,Ripening,Rice Bug,0.724,High
33.0,39.5,68.5,Ripening,Rice Bug,0.734,High
24.9,68.5,82.3,Flowering,Rice Bug,0.852,High
20.5,61.3,21.4,Flowering,Rice Bug,0.491,Medium
18.8,65.9,87.2,Vegetative,Stem Borer,0.341,Low
33.5,45.1,112.3,Vegetative,Stem Borer,0.397,Low
27.8,95.7,72.1,Ripening,Rice Bug,1.0,High
37.7,74.7,23.5,Ripening,Rice Bug,0.936,High
27.3,93.0,81.5,Tillering,Leaf Folder,1.0,High
37.6,37.6,41.2,Vegetative,Stem Borer,0.46,Medium
26.2,73.6,5.9,Seedling,Stem Borer,0.607,Medium
33.9,89.5,36.3,Seedling,Rice Blast Risk,0.61,Medium
19.7,53.2,108.7,Tillering,Stem Borer,0.374,Low
29.1,43.7,49.3,Tillering,Stem Borer,0.617,Medium
34.0,48.6,103.8,Flowering,Rice Bug,0.743,High
36.5,49.1,61.0,Ripening,Rice Bug,0.766,High
34.5,61.3,62.0,Vegetative,Stem Borer,0.355,Low
18.7,52.8,0.6,Seedling,Brown Planthopper,0.197,Low
25.5,49.0,76.5,Ripening,Rice Blast Risk,0.59,Medium
19.0,75.4,12.9,Flowering,Rice Bug,0.66,Medium
20.2,33.7,57.4,Tillering,Rice Blast Risk,0.461,Medium
31.5,53.8,31.2,Seedling,Stem Borer,0.351,Low
32.3,78.3,47.1,Tillering,Stem Borer,0.779,High
33.5,42.3,64.4,Flowering,Rice Bug,0.795,High
35.3,45.5,1.7,Ripening,Rice Bug,0.831,High
32.8,44.0,34.2,Tillering,Stem Borer,0.401,Low
34.0,30.1,118.8,Tillering,Stem Borer,0.39,Low
19.0,63.2,6.9,Vegetative,Leaf Folder,0.288,Low
22.7,32.7,38.3,Tillering,Rice Blast Risk,0.567,Medium
30.4,49.1,38.6,Seedling,Stem Borer,0.39,Low
35.2,99.6,45.5,Seedling,Rice Blast Risk,0.638,Medium
18.1,94.3,82.2,Flowering,Rice Bug,0.831,High
28.3,45.1,29.7,Vegetative,Stem Borer,0.694,High
31.5,51.7,55.2,Ripening,Rice Bug,0.817,High
18.6,62.5,77.4,Vegetative,Stem Borer,0.321,Low
26.0,89.1,38.7,Ripening,Rice Blast Risk,1.0,High
35.9,86.2,113.9,Seedling,Rice Blast Risk,0.631,Medium
31.4,38.8,117.6,Seedling,Stem Borer,0.435,Medium
22.8,38.7,14.4,Tillering,Leaf Folder,0.393,Low
35.1,59.2,41.3,Ripening,Rice Bug,0.725,High
25.0,90.9,25.0,Seedling,Rice Blast Risk,0.841,High
35.1,91.7,22.4,Tillering,Brown Planthopper,0.744,High
24.0,37.5,58.9,Vegetative,Rice Blast Risk,0.514,Medium
29.8,70.2,67.7,Flowering,Rice Bug,0.965,High
25.9,40.9,51.1,Tillering,Leaf Folder,0.652,Medium
23.5,78.0,32.7,Flowering,Rice Bug,0.744,High
35.7,94.2,33.4,Vegetative,Brown Planthopper,0.77,High
21.8,61.8,119.1,Vegetative,Rice Blast Risk,0.585,Medium
19.7,35.8,110.8,Flowering,Rice Bug,0.496,Medium
24.8,70.5,9.1,Vegetative,Leaf Folder,0.68,High
32.4,58.6,78.8,Flowering,Rice Bug,0.648,Medium
34.1,86.8,54.8,Seedling,Rice Blast Risk,0.619,Medium
38.0,53.8,82.7,Vegetative,Stem Borer,0.414,Low
23.9,91.2,71.6,Seedling,Rice Blast Risk,1.0,High
26.2,49.2,106.7,Seedling,Rice Blast Risk,0.56,Medium
20.7,41.0,8.0,Vegetative,Leaf Folder,0.423,Medium
29.5,51.5,42.0,Tillering,Stem Borer,0.743,High
38.0,32.4,118.3,Seedling,Rice Bug,0.226,Low
32.0,49.7,21.9,Seedling,Rice Bug,0.243,Low
29.9,76.2,15.3,Ripening,Rice Bug,1.0,High
25.8,40.0,87.5,Tillering,Leaf Folder,0.628,Medium
36.3,37.8,93.3,Flowering,Rice Bug,0.827,High
27.9,39.3,80.7,Flowering,Rice Bug,0.695,High
20.7,35.4,93.1,Seedling,Rice Blast Risk,0.566,Medium
25.3,91.2,83.2,Flowering,Rice Blast Risk,1.0,High
19.3,96.1,16.3,Ripening,Rice Bug,0.734,High
22.0,33.3,73.0,Tillering,Rice Blast Risk,0.523,Medium
18.4,83.2,93.2,Ripening,Rice Bug,0.746,High
27.1,81.6,103.9,Ripening,Rice Bug,1.0,High
30.7,99.8,29.5,Tillering,Stem Borer,0.975,High
24.9,54.4,15.3,Seedling,Rice Blast Risk,0.297,Low
26.4,50.0,93.7,Flowering,Rice Blast Risk,0.608,Medium
37.2,61.7,30.8,Ripening,Rice Bug,0.77,High
33.0,90.0,3.8,Tillering,Brown Planthopper,0.75,High
28.8,81.0,99.0,Ripening,Rice Bug,1.0,High
23.7,63.0,60.7,Tillering,Rice Blast Risk,0.659,Medium
35.9,47.1,39.2,Tillering,Stem Borer,0.456,Medium
22.7,80.9,1.4,Ripening,Rice Bug,0.714,High
24.5,89.8,4.2,Seedling,Rice Blast Risk,0.824,High
36.2,58.0,95.1,Tillering,Stem Borer,0.372,Low
28.6,76.8,58.8,Seedling,Stem Borer,0.677,Medium
32.8,58.0,18.0,Flowering,Rice Bug,0.679,Medium
29.8,63.5,43.0,Ripening,Rice Bug,0.736,High
31.1,66.7,19.8,Ripening,Rice Bug,1.0,High
24.0,84.3,13.5,Vegetative,Brown Planthopper,0.697,High
22.8,98.4,33.2,Flowering,Rice Blast Risk,0.945,High
24.4,61.1,65.9,Ripening,Rice Blast Risk,0.474,Medium
21.1,54.0,25.2,Ripening,Rice Bug,0.606,Medium
35.5,56.2,41.2,Tillering,Stem Borer,0.416,Low
23.7,39.4,57.4,Seedling,Rice Blast Risk,0.509,Medium
29.2,50.8,50.4,Tillering,Stem Borer,0.723,High
33.8,36.1,15.4,Flowering,Rice Bug,0.859,High
33.7,60.0,4.7,Flowering,Rice Bug,0.781,High
26.8,41.7,4.3,Vegetative,Leaf Folder,0.511,Medium
27.5,54.2,42.0,Vegetative,Stem Borer,0.833,High
37.9,85.6,86.3,Flowering,Rice Bug,0.908,High
31.5,47.2,15.8,Tillering,Stem Borer,0.59,Medium
34.3,72.8,94.4,Tillering,Stem Borer,0.643,Medium
36.1,93.1,85.9,Ripening,Rice Bug,0.963,High
33.8,69.7,0.5,Seedling,Rice Bug,0.514,Medium
21.7,43.6,3.2,Vegetative,Leaf Folder,0.246,Low
29.2,54.1,23.4,Ripening,Rice Bug,0.745,High
20.0,71.3,6.7,Ripening,Rice Bug,0.807,High
31.1,65.5,63.8,Vegetative,Stem Borer,0.658,Medium
37.1,40.4,4.8,Ripening,Rice Bug,0.68,High
28.3,61.3,96.3,Vegetative,Stem Borer,0.693,High
26.7,68.0,59.2,Seedling,Rice Blast Risk,0.533,Medium
18.7,48.7,87.4,Vegetative,Stem Borer,0.37,Low
37.2,72.9,90.1,Tillering,Stem Borer,0.641,Medium
20.1,34.9,60.8,Seedling,Rice Blast Risk,0.576,Medium
18.8,53.6,111.0,Seedling,Rice Blast Risk,0.23,Low
22.9,86.3,118.8,Flowering,Rice Blast Risk,0.947,High
19.3,48.1,43.1,Flowering,Rice Bug,0.454,Medium
27.1,72.4,15.1,Flowering,Rice Bug,1.0,High
28.3,58.7,43.6,Ripening,Rice Bug,0.702,High
24.3,52.2,26.8,Vegetative,Leaf Folder,0.659,Medium
19.0,94.1,63.7,Ripening,Rice Bug,0.823,High
20.2,54.0,45.4,Vegetative,Rice Blast Risk,0.547,Medium
25.7,46.6,57.7,Ripening,Rice Blast Risk,0.489,Medium
19.2,93.7,91.6,Flowering,Rice Bug,0.77,High
32.0,82.2,32.9,Vegetative,Stem Borer,0.991,High
22.1,77.7,64.5,Vegetative,Stem Borer,0.692,High
24.0,33.5,40.2,Tillering,Leaf Folder,0.674,Medium
25.9,39.2,94.2,Tillering,Leaf Folder,0.685,High
26.3,74.7,76.7,Vegetative,Stem Borer,1.0,High
18.0,44.7,1.0,Vegetative,Leaf Folder,0.347,Low
20.2,45.8,79.2,Ripening,Rice Blast Risk,0.653,Medium
35.3,84.5,20.4,Flowering,Rice Bug,1.0,High
18.0,50.0,86.9,Seedling,Rice Blast Risk,0.242,Low
28.2,35.0,68.1,Flowering,Rice Bug,0.757,High
27.8,32.6,48.2,Seedling,Rice Blast Risk,0.5,Medium
24.7,61.0,83.3,Tillering,Leaf Folder,0.706,High
26.6,73.2,102.8,Seedling,Stem Borer,0.707,High
33.6,90.8,93.4,Flowering,Rice Bug,0.971,High
34.8,37.8,65.4,Seedling,Rice Bug,0.238,Low
23.2,43.8,86.7,Vegetative,Rice Blast Risk,0.502,Medium
24.4,67.1,49.7,Seedling,Rice Blast Risk,0.603,Medium
22.8,55.5,94.7,Seedling,Rice Blast Risk,0.584,Medium
27.6,63.8,99.5,Seedling,Rice Blast Risk,0.559,Medium
31.7,94.7,16.5,Tillering,Stem Borer,0.898,High
22.6,68.1,28.6,Ripening,Rice Bug,0.716,High
24.6,59.1,32.4,Vegetative,Leaf Folder,0.543,Medium
36.6,99.3,19.9,Flowering,Rice Bug,0.929,High
19.0,34.6,47.1,Tillering,Stem Borer,0.363,Low
27.2,95.2,23.2,Vegetative,Leaf Folder,0.955,High
32.2,65.1,71.5,Seedling,Rice Bug,0.514,Medium
21.0,65.3,12.2,Flowering,Rice Bug,0.791,High
18.9,94.5,32.4,Seedling,Rice Blast Risk,0.644,Medium
20.8,65.5,79.9,Tillering,Rice Blast Risk,0.62,Medium
36.4,60.7,47.8,Seedling,Rice Bug,0.211,Low
18.2,49.1,50.6,Flowering,Rice Bug,0.493,Medium
21.8,76.1,95.8,Ripening,Rice Bug,0.747,High
18.6,69.9,118.1,Vegetative,Stem Borer,0.455,Medium
20.2,45.0,67.8,Vegetative,Rice Blast Risk,0.555,Medium
30.4,79.7,9.5,Tillering,Stem Borer,0.907,High
22.8,75.1,12.3,Tillering,Leaf Folder,0.617,Medium
29.4,57.8,116.2,Vegetative,Stem Borer,0.655,Medium
29.8,30.3,81.5,Vegetative,Stem Borer,0.755,High
35.0,61.3,90.3,Seedling,Rice Bug,0.146,Low
18.1,30.4,81.1,Vegetative,Stem Borer,0.467,Medium
35.1,35.2,21.6,Tillering,Stem Borer,0.425,Medium
30.4,60.1,53.8,Flowering,Rice Bug,0.713,High
21.3,35.7,95.8,Flowering,Rice Blast Risk,0.508,Medium
33.5,49.3,104.0,Tillering,Stem Borer,0.495,Medium
35.1,75.9,28.5,Flowering,Rice Bug,1.0,High
23.1,51.6,71.5,Tillering,Rice Blast Risk,0.544,Medium
36.4,99.8,18.9,Vegetative,Brown Planthopper,0.707,High
27.1,94.1,115.0,Vegetative,Leaf Folder,0.968,High
30.1,71.0,30.3,Tillering,Stem Borer,1.0,High
37.7,97.7,87.2,Vegetative,Stem Borer,0.666,Medium
25.2,90.8,27.7,Flowering,Brown Planthopper,0.996,High
34.3,52.3,73.9,Seedling,Rice Bug,0.341,Low
24.4,82.5,79.1,Seedling,Leaf Folder,0.645,Medium
34.0,39.6,39.4,Tillering,Stem Borer,0.348,Low
30.0,77.9,98.3,Seedling,Stem Borer,0.632,Medium
22.3,64.4,106.2,Seedling,Rice Blast Risk,0.556,Medium
26.3,31.2,102.6,Vegetative,Stem Borer,0.662,Medium
24.4,49.2,39.7,Seedling,Rice Blast Risk,0.562,Medium
19.6,96.9,89.3,Vegetative,Stem Borer,0.619,Medium
18.6,52.1,67.1,Tillering,Stem Borer,0.435,Medium
24.9,42.7,71.1,Vegetative,Leaf Folder,0.597,Medium
18.4,43.1,57.3,Ripening,Rice Bug,0.502,Medium
21.3,63.5,72.0,Seedling,Rice Blast Risk,0.533,Medium
32.5,89.0,16.3,Flowering,Rice Bug,1.0,High
32.2,83.1,49.1,Tillering,Stem Borer,0.709,High
32.8,60.6,21.3,Flowering,Rice Bug,0.847,High
24.3,44.6,33.6,Flowering,Rice Blast Risk,0.578,Medium
35.8,33.2,15.3,Seedling,Rice Bug,0.321,Low
29.9,62.4,25.5,Flowering,Rice Bug,0.74,High
20.5,87.0,93.8,Vegetative,Rice Blast Risk,1.0,High
20.9,81.1,66.0,Flowering,Rice Bug,0.811,High
31.9,58.6,2.8,Vegetative,Stem Borer,0.645,Medium
21.5,71.6,94.6,Vegetative,Stem Borer,0.727,High
28.1,60.5,109.1,Flowering,Rice Bug,0.734,High
37.8,70.5,105.7,Ripening,Rice Bug,0.992,High
18.1,66.2,98.8,Ripening,Rice Bug,0.807,High
18.3,77.7,119.1,Flowering,Rice Bug,0.817,High
37.9,65.5,70.4,Tillering,Rice Bug,0.47,Medium
29.7,95.8,115.5,Tillering,Leaf Folder,0.963,High
20.5,60.0,113.9,Ripening,Rice Blast Risk,0.505,Medium
35.9,31.1,37.6,Vegetative,Stem Borer,0.441,Medium
35.6,46.5,103.6,Ripening,Rice Bug,0.704,High
28.7,65.0,95.1,Flowering,Rice Bug,1.0,High
30.4,67.8,93.1,Flowering,Rice Bug,1.0,High
23.5,68.7,107.6,Tillering,Rice Blast Risk,0.523,Medium
19.0,80.0,46.1,Ripening,Rice Bug,0.828,High
29.9,49.2,48.0,Flowering,Rice Bug,0.677,Medium
23.9,76.5,76.8,Seedling,Rice Blast Risk,0.633,Medium
31.3,79.3,88.5,Flowering,Rice Bug,1.0,High
34.7,58.8,105.6,Flowering,Rice Bug,0.646,Medium
18.4,58.2,105.1,Ripening,Rice Bug,0.58,Medium
29.9,42.5,86.6,Ripening,Rice Bug,0.799,High
22.6,59.0,114.8,Ripening,Rice Blast Risk,0.529,Medium
35.5,85.1,21.4,Seedling,Brown Planthopper,0.452,Medium
23.1,93.6,114.0,Flowering,Rice Blast Risk,0.922,High
30.2,71.6,7.7,Ripening,Rice Bug,1.0,High
29.1,51.0,66.7,Ripening,Rice Bug,0.704,High
25.9,77.8,10.8,Tillering,Leaf Folder,0.937,High
31.6,81.8,68.2,Ripening,Rice Bug,1.0,High
32.5,53.3,46.8,Ripening,Rice Bug,0.668,Medium
29.3,87.9,9.8,Seedling,Brown Planthopper,0.751,High
33.2,35.2,77.8,Ripening,Rice Bug,0.8,High
37.7,30.8,87.7,Flowering,Rice Bug,0.773,High
26.4,38.6,20.9,Tillering,Stem Borer,0.681,High
28.3,40.9,83.3,Seedling,Stem Borer,0.401,Low
18.2,91.5,21.5,Ripening,Rice Bug,0.728,High
33.9,59.7,16.5,Vegetative,Leaf Folder,0.347,Low
28.4,49.2,17.7,Tillering,Leaf Folder,0.612,Medium
26.2,60.0,71.9,Vegetative,Stem Borer,0.671,Medium
19.9,57.6,93.5,Ripening,Rice Bug,0.469,Medium
35.8,51.1,71.6,Tillering,Stem Borer,0.364,Low
25.9,39.7,97.1,Seedling,Rice Blast Risk,0.602,Medium
31.7,75.9,71.0,Seedling,Stem Borer,0.739,High
21.0,39.6,95.7,Ripening,Rice Blast Risk,0.503,Medium
37.2,84.3,117.2,Vegetative,Stem Borer,0.64,Medium
21.6,44.1,46.9,Flowering,Rice Blast Risk,0.542,Medium
22.0,81.2,18.0,Seedling,Brown Planthopper,0.608,Medium
35.2,86.4,16.2,Ripening,Rice Bug,0.949,High
36.3,38.8,71.7,Flowering,Rice Bug,0.742,High
22.2,36.1,65.7,Vegetative,Rice Blast Risk,0.554,Medium
27.4,96.5,22.1,Ripening,Rice Bug,0.995,High
32.7,62.4,105.9,Vegetative,Stem Borer,0.377,Low
35.6,74.1,114.8,Ripening,Rice Bug,1.0,High
25.6,31.6,30.4,Tillering,Leaf Folder,0.673,Medium
28.3,49.5,24.8,Tillering,Stem Borer,0.742,High
32.8,65.4,25.7,Seedling,Rice Bug,0.529,Medium
32.6,92.0,46.5,Vegetative,Stem Borer,0.745,High
33.7,49.0,102.4,Seedling,Rice Bug,0.329,Low
29.4,84.3,71.5,Ripening,Rice Bug,1.0,High
20.1,76.4,8.1,Seedling,Leaf Folder,0.466,Medium
36.1,38.1,56.8,Seedling,Rice Bug,0.311,Low
35.3,50.5,10.8,Seedling,Rice Bug,0.217,Low
34.0,46.7,48.7,Ripening,Rice Bug,0.792,High
20.0,61.0,48.4,Ripening,Rice Bug,0.536,Medium
22.1,74.5,77.8,Flowering,Rice Bug,0.846,High
32.9,60.3,65.9,Seedling,Rice Bug,0.202,Low
18.5,47.1,105.0,Tillering,Stem Borer,0.428,Medium
37.6,78.7,2.0,Ripening,Rice Bug,0.966,High
25.5,70.9,92.9,Seedling,Rice Blast Risk,0.576,Medium
